role,table,op,expected,actual_outcome,actual_rows,actual_error,verdict,note
distributor,settlement_batches,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""settlement_batches""",PASS,
distributor,settlement_batches,SELECT,SCOPED,ALLOWED,5,,PASS,
distributor,settlement_batches,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,settlement_uploads,DELETE,DENY,ALLOWED,0,,PASS,
distributor,settlement_uploads,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""settlement_uploads""",PASS,
distributor,settlement_uploads,SELECT,DENY,ALLOWED,0,,PASS,
distributor,settlement_uploads,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,subscriber_balances,DELETE,DENY,ALLOWED,0,,PASS,
distributor,subscriber_balances,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscriber_balances""",PASS,
distributor,subscriber_balances,SELECT,SCOPED,ALLOWED,4605,,PASS,
distributor,subscriber_balances,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,subscriber_balances_pre_nav,DELETE,DENY,ALLOWED,0,,PASS,
distributor,subscriber_balances_pre_nav,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscriber_balances_pre_nav""",PASS,
distributor,subscriber_balances_pre_nav,SELECT,DENY,ALLOWED,0,,PASS,
distributor,subscriber_balances_pre_nav,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,subscriber_insurance_products,DELETE,DENY,ALLOWED,0,,PASS,
distributor,subscriber_insurance_products,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscriber_insurance_products""",PASS,
distributor,subscriber_insurance_products,SELECT,SCOPED,ALLOWED,0,,GAP,
distributor,subscriber_insurance_products,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,subscriber_signup_uploads,DELETE,DENY,ALLOWED,0,,PASS,
distributor,subscriber_signup_uploads,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscriber_signup_uploads""",PASS,
distributor,subscriber_signup_uploads,SELECT,DENY,ALLOWED,0,,PASS,
distributor,subscriber_signup_uploads,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,subscribers,DELETE,DENY,ALLOWED,0,,PASS,
distributor,subscribers,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscribers""",PASS,
distributor,subscribers,SELECT,SCOPED,ALLOWED,4605,,PASS,
distributor,subscribers,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,subscribers_unit_value_pre_nav,DELETE,DENY,ALLOWED,0,,PASS,
distributor,subscribers_unit_value_pre_nav,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscribers_unit_value_pre_nav""",PASS,
distributor,subscribers_unit_value_pre_nav,SELECT,DENY,ALLOWED,0,,PASS,
distributor,subscribers_unit_value_pre_nav,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,transactions,DELETE,DENY,ALLOWED,0,,PASS,
distributor,transactions,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""transactions""",PASS,
distributor,transactions,SELECT,SCOPED,ALLOWED,24961,,PASS,
distributor,transactions,UPDATE,DENY,ALLOWED,0,,PASS,
distributor,users,DELETE,DENY,ALLOWED,0,,PASS,
distributor,users,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""users""",PASS,
distributor,users,SELECT,DENY,ALLOWED,0,,PASS,
distributor,users,UPDATE,DENY,ERROR,,permission denied for table users,PASS,
distributor,withdrawals,DELETE,DENY,ALLOWED,0,,PASS,
distributor,withdrawals,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""withdrawals""",PASS,
distributor,withdrawals,SELECT,SCOPED,ALLOWED,4506,,PASS,
distributor,withdrawals,UPDATE,DENY,ALLOWED,0,,PASS,
employer,access_requests,DELETE,DENY,ALLOWED,0,,PASS,
employer,access_requests,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""access_requests""",PASS,
employer,access_requests,SELECT,DENY,ALLOWED,0,,PASS,
employer,access_requests,UPDATE,DENY,ALLOWED,0,,PASS,
employer,agent_referrals,DELETE,DENY,ALLOWED,0,,PASS,
employer,agent_referrals,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""agent_referrals""",PASS,
employer,agent_referrals,SELECT,DENY,ALLOWED,0,,PASS,
employer,agent_referrals,UPDATE,DENY,ALLOWED,0,,PASS,
employer,agents,DELETE,DENY,ALLOWED,0,,PASS,
employer,agents,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""agents""",PASS,
employer,agents,SELECT,DENY,ALLOWED,0,,PASS,
employer,agents,UPDATE,DENY,ALLOWED,0,,PASS,
employer,branches,DELETE,DENY,ALLOWED,0,,PASS,
employer,branches,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""branches""",PASS,
employer,branches,SELECT,DENY,ALLOWED,0,,PASS,
employer,branches,UPDATE,DENY,ALLOWED,0,,PASS,
employer,claims,DELETE,DENY,ALLOWED,0,,PASS,
employer,claims,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""claims""",PASS,
employer,claims,SELECT,DENY,ALLOWED,0,,PASS,
employer,claims,UPDATE,DENY,ALLOWED,0,,PASS,
employer,commission_config,DELETE,DENY,ALLOWED,0,,PASS,
employer,commission_config,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""commission_config""",PASS,
employer,commission_config,SELECT,SCOPED,ALLOWED,1,,PASS,
employer,commission_config,UPDATE,DENY,ALLOWED,0,,PASS,
employer,commissions,DELETE,DENY,ALLOWED,0,,PASS,
employer,commissions,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""commissions""",PASS,
employer,commissions,SELECT,DENY,ALLOWED,0,,PASS,
employer,commissions,UPDATE,DENY,ALLOWED,0,,PASS,
employer,contact_submissions,DELETE,DENY,ALLOWED,0,,PASS,
employer,contact_submissions,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""contact_submissions""",PASS,
employer,contact_submissions,SELECT,DENY,ALLOWED,0,,PASS,
employer,contact_submissions,UPDATE,DENY,ALLOWED,0,,PASS,
employer,contribution_run_uploads,DELETE,DENY,ALLOWED,0,,PASS,
employer,contribution_run_uploads,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""contribution_run_uploads""",PASS,
employer,contribution_run_uploads,SELECT,DENY,ALLOWED,0,,PASS,
employer,contribution_run_uploads,UPDATE,DENY,ALLOWED,0,,PASS,
employer,contribution_runs,DELETE,DENY,ALLOWED,0,,PASS,
employer,contribution_runs,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""contribution_runs""",PASS,
employer,contribution_runs,SELECT,SCOPED,ALLOWED,6,,PASS,
employer,contribution_runs,UPDATE,DENY,ALLOWED,0,,PASS,
employer,contribution_schedules,DELETE,DENY,ALLOWED,0,,PASS,
employer,contribution_schedules,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""contribution_schedules""",PASS,
employer,contribution_schedules,SELECT,SCOPED,ALLOWED,21,,PASS,
employer,contribution_schedules,UPDATE,DENY,ALLOWED,0,,PASS,
employer,custody_transfers,DELETE,DENY,ALLOWED,0,,PASS,
employer,custody_transfers,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""custody_transfers""",PASS,
employer,custody_transfers,SELECT,DENY,ALLOWED,0,,PASS,
employer,custody_transfers,UPDATE,DENY,ALLOWED,0,,PASS,
employer,demo_personas,DELETE,DENY,ALLOWED,0,,PASS,
employer,demo_personas,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""demo_personas""",PASS,
employer,demo_personas,SELECT,SCOPED,ALLOWED,9,,PASS,
employer,demo_personas,UPDATE,DENY,ALLOWED,0,,PASS,
employer,distributors,DELETE,DENY,ALLOWED,0,,PASS,
employer,distributors,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""distributors""",PASS,
employer,distributors,SELECT,DENY,ALLOWED,0,,PASS,
employer,distributors,UPDATE,DENY,ALLOWED,0,,PASS,
employer,districts,DELETE,DENY,ALLOWED,0,,PASS,
employer,districts,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""districts""",PASS,
employer,districts,SELECT,SCOPED,ALLOWED,136,,PASS,
employer,districts,UPDATE,DENY,ALLOWED,0,,PASS,
employer,employer_invites,DELETE,DENY,ALLOWED,0,,PASS,
employer,employer_invites,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""employer_invites""",PASS,
employer,employer_invites,SELECT,SCOPED,ALLOWED,4,,PASS,
employer,employer_invites,UPDATE,DENY,ALLOWED,0,,PASS,
employer,employers,DELETE,DENY,ALLOWED,0,,PASS,
employer,employers,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""employers""",PASS,
employer,employers,SELECT,SCOPED,ALLOWED,1,,PASS,
employer,employers,UPDATE,DENY,ALLOWED,0,,PASS,
employer,entity_detach_log,DELETE,DENY,ERROR,,permission denied for table entity_detach_log,PASS,
employer,entity_detach_log,INSERT,DENY,ERROR,,permission denied for table entity_detach_log,PASS,
employer,entity_detach_log,SELECT,DENY,ERROR,,permission denied for table entity_detach_log,PASS,
employer,entity_detach_log,UPDATE,DENY,ERROR,,permission denied for table entity_detach_log,PASS,
employer,entity_status_log,DELETE,DENY,ERROR,,permission denied for table entity_status_log,PASS,
employer,entity_status_log,INSERT,DENY,ERROR,,permission denied for table entity_status_log,PASS,
employer,entity_status_log,SELECT,DENY,ERROR,,permission denied for table entity_status_log,PASS,
employer,entity_status_log,UPDATE,DENY,ERROR,,permission denied for table entity_status_log,PASS,
employer,insurance_policies,DELETE,DENY,ALLOWED,0,,PASS,
employer,insurance_policies,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""insurance_policies""",PASS,
employer,insurance_policies,SELECT,SCOPED,ALLOWED,21,,PASS,
employer,insurance_policies,UPDATE,DENY,ALLOWED,0,,PASS,
employer,money_nonces,DELETE,DENY,ALLOWED,0,,PASS,
employer,money_nonces,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""money_nonces""",PASS,
employer,money_nonces,SELECT,DENY,ALLOWED,0,,PASS,
employer,money_nonces,UPDATE,DENY,ALLOWED,0,,PASS,
employer,nav_snapshots,DELETE,DENY,ALLOWED,0,,PASS,
employer,nav_snapshots,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""nav_snapshots""",PASS,
employer,nav_snapshots,SELECT,DENY,ALLOWED,0,,PASS,
employer,nav_snapshots,UPDATE,DENY,ALLOWED,0,,PASS,
employer,nominee_claims,DELETE,DENY,ALLOWED,0,,PASS,
employer,nominee_claims,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""nominee_claims""",PASS,
employer,nominee_claims,SELECT,DENY,ALLOWED,0,,PASS,
employer,nominee_claims,UPDATE,DENY,ALLOWED,0,,PASS,
employer,nominees,DELETE,DENY,ALLOWED,0,,PASS,
employer,nominees,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""nominees""",PASS,
employer,nominees,SELECT,SCOPED,ALLOWED,0,,N/A-NO-ROWS,no nominees exist for emp-001 staff (verified: count=0)
employer,nominees,UPDATE,DENY,ALLOWED,0,,PASS,
employer,notifications,DELETE,DENY,ALLOWED,0,,PASS,
employer,notifications,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""notifications""",PASS,
employer,notifications,SELECT,SCOPED,ALLOWED,0,,N/A-NO-ROWS,"no rows with recipient_role=employer (verified: only agent,branch)"
employer,notifications,UPDATE,DENY,ALLOWED,0,,PASS,
employer,regions,DELETE,DENY,ALLOWED,0,,PASS,
employer,regions,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""regions""",PASS,
employer,regions,SELECT,SCOPED,ALLOWED,4,,PASS,
employer,regions,UPDATE,DENY,ALLOWED,0,,PASS,
employer,settlement_batches,DELETE,DENY,ALLOWED,0,,PASS,
employer,settlement_batches,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""settlement_batches""",PASS,
employer,settlement_batches,SELECT,DENY,ALLOWED,0,,PASS,
employer,settlement_batches,UPDATE,DENY,ALLOWED,0,,PASS,
employer,settlement_uploads,DELETE,DENY,ALLOWED,0,,PASS,
employer,settlement_uploads,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""settlement_uploads""",PASS,
employer,settlement_uploads,SELECT,DENY,ALLOWED,0,,PASS,
employer,settlement_uploads,UPDATE,DENY,ALLOWED,0,,PASS,
employer,subscriber_balances,DELETE,DENY,ALLOWED,0,,PASS,
employer,subscriber_balances,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscriber_balances""",PASS,
employer,subscriber_balances,SELECT,SCOPED,ALLOWED,21,,PASS,
employer,subscriber_balances,UPDATE,DENY,ALLOWED,0,,PASS,
employer,subscriber_balances_pre_nav,DELETE,DENY,ALLOWED,0,,PASS,
employer,subscriber_balances_pre_nav,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscriber_balances_pre_nav""",PASS,
employer,subscriber_balances_pre_nav,SELECT,DENY,ALLOWED,0,,PASS,
employer,subscriber_balances_pre_nav,UPDATE,DENY,ALLOWED,0,,PASS,
employer,subscriber_insurance_products,DELETE,DENY,ALLOWED,0,,PASS,
employer,subscriber_insurance_products,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscriber_insurance_products""",PASS,
employer,subscriber_insurance_products,SELECT,SCOPED,ALLOWED,0,,GAP,
employer,subscriber_insurance_products,UPDATE,DENY,ALLOWED,0,,PASS,
employer,subscriber_signup_uploads,DELETE,DENY,ALLOWED,0,,PASS,
employer,subscriber_signup_uploads,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscriber_signup_uploads""",PASS,
employer,subscriber_signup_uploads,SELECT,DENY,ALLOWED,0,,PASS,
employer,subscriber_signup_uploads,UPDATE,DENY,ALLOWED,0,,PASS,
employer,subscribers,DELETE,DENY,ALLOWED,0,,PASS,
employer,subscribers,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscribers""",PASS,
employer,subscribers,SELECT,SCOPED,ALLOWED,21,,PASS,
employer,subscribers,UPDATE,DENY,ALLOWED,0,,PASS,
employer,subscribers_unit_value_pre_nav,DELETE,DENY,ALLOWED,0,,PASS,
employer,subscribers_unit_value_pre_nav,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscribers_unit_value_pre_nav""",PASS,
employer,subscribers_unit_value_pre_nav,SELECT,DENY,ALLOWED,0,,PASS,
employer,subscribers_unit_value_pre_nav,UPDATE,DENY,ALLOWED,0,,PASS,
employer,transactions,DELETE,DENY,ALLOWED,0,,PASS,
employer,transactions,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""transactions""",PASS,
employer,transactions,SELECT,SCOPED,ALLOWED,1945,,PASS,
employer,transactions,UPDATE,DENY,ALLOWED,0,,PASS,
employer,users,DELETE,DENY,ALLOWED,0,,PASS,
employer,users,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""users""",PASS,
employer,users,SELECT,DENY,ALLOWED,0,,PASS,
employer,users,UPDATE,DENY,ERROR,,permission denied for table users,PASS,
employer,withdrawals,DELETE,DENY,ALLOWED,0,,PASS,
employer,withdrawals,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""withdrawals""",PASS,
employer,withdrawals,SELECT,DENY,ALLOWED,0,,PASS,
employer,withdrawals,UPDATE,DENY,ALLOWED,0,,PASS,
admin,access_requests,DELETE,DENY,ALLOWED,0,,PASS,
admin,access_requests,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""access_requests""",PASS,
admin,access_requests,SELECT,ALL,ALLOWED,5,,PASS,
admin,access_requests,UPDATE,DENY,ALLOWED,0,,PASS,
admin,agent_referrals,DELETE,DENY,ALLOWED,0,,PASS,
admin,agent_referrals,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""agent_referrals""",PASS,
admin,agent_referrals,SELECT,ALL,ALLOWED,0,,N/A-NO-ROWS,table empty live (0 rows)
admin,agent_referrals,UPDATE,DENY,ALLOWED,0,,PASS,
admin,agents,DELETE,DENY,ALLOWED,0,,PASS,
admin,agents,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""agents""",PASS,
admin,agents,SELECT,ALL,ALLOWED,2046,,PASS,
admin,agents,UPDATE,DENY,ALLOWED,0,,PASS,
admin,branches,DELETE,DENY,ALLOWED,0,,PASS,
admin,branches,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""branches""",PASS,
admin,branches,SELECT,ALL,ALLOWED,321,,PASS,
admin,branches,UPDATE,DENY,ALLOWED,0,,PASS,
admin,claims,DELETE,DENY,ALLOWED,0,,PASS,
admin,claims,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""claims""",PASS,
admin,claims,SELECT,ALL,ALLOWED,1907,,PASS,
admin,claims,UPDATE,DENY,ALLOWED,0,,PASS,
admin,commission_config,DELETE,DENY,ALLOWED,0,,PASS,
admin,commission_config,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""commission_config""",PASS,
admin,commission_config,SELECT,ALL,ALLOWED,3,,PASS,
admin,commission_config,UPDATE,DENY,ALLOWED,0,,PASS,
admin,commissions,DELETE,DENY,ALLOWED,0,,PASS,
admin,commissions,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""commissions""",PASS,
admin,commissions,SELECT,ALL,ALLOWED,5004,,PASS,
admin,commissions,UPDATE,DENY,ALLOWED,0,,PASS,
admin,contact_submissions,DELETE,DENY,ALLOWED,0,,PASS,
admin,contact_submissions,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""contact_submissions""",PASS,
admin,contact_submissions,SELECT,ALL,ALLOWED,0,,N/A-NO-ROWS,table empty live (0 rows)
admin,contact_submissions,UPDATE,DENY,ALLOWED,0,,PASS,
admin,contribution_run_uploads,DELETE,DENY,ALLOWED,0,,PASS,
admin,contribution_run_uploads,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""contribution_run_uploads""",PASS,
admin,contribution_run_uploads,SELECT,DENY,ALLOWED,0,,PASS,
admin,contribution_run_uploads,UPDATE,DENY,ALLOWED,0,,PASS,
admin,contribution_runs,DELETE,DENY,ALLOWED,0,,PASS,
admin,contribution_runs,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""contribution_runs""",PASS,
admin,contribution_runs,SELECT,ALL,ALLOWED,9,,PASS,
admin,contribution_runs,UPDATE,DENY,ALLOWED,0,,PASS,
admin,contribution_schedules,DELETE,DENY,ALLOWED,0,,PASS,
admin,contribution_schedules,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""contribution_schedules""",PASS,
admin,contribution_schedules,SELECT,ALL,ALLOWED,5025,,PASS,
admin,contribution_schedules,UPDATE,DENY,ALLOWED,0,,PASS,
admin,custody_transfers,DELETE,DENY,ALLOWED,0,,PASS,
admin,custody_transfers,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""custody_transfers""",PASS,
admin,custody_transfers,SELECT,ALL,ALLOWED,9,,PASS,
admin,custody_transfers,UPDATE,DENY,ALLOWED,0,,PASS,
admin,demo_personas,DELETE,DENY,ALLOWED,0,,PASS,
admin,demo_personas,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""demo_personas""",PASS,
admin,demo_personas,SELECT,ALL,ALLOWED,9,,PASS,
admin,demo_personas,UPDATE,DENY,ALLOWED,0,,PASS,
admin,distributors,DELETE,DENY,ALLOWED,0,,PASS,
admin,distributors,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""distributors""",PASS,
admin,distributors,SELECT,ALL,ALLOWED,3,,PASS,
admin,distributors,UPDATE,DENY,ALLOWED,0,,PASS,
admin,districts,DELETE,DENY,ALLOWED,0,,PASS,
admin,districts,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""districts""",PASS,
admin,districts,SELECT,ALL,ALLOWED,136,,PASS,
admin,districts,UPDATE,DENY,ALLOWED,0,,PASS,
admin,employer_invites,DELETE,DENY,ALLOWED,0,,PASS,
admin,employer_invites,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""employer_invites""",PASS,
admin,employer_invites,SELECT,ALL,ALLOWED,4,,PASS,
admin,employer_invites,UPDATE,DENY,ALLOWED,0,,PASS,
admin,employers,DELETE,DENY,ALLOWED,0,,PASS,
admin,employers,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""employers""",PASS,
admin,employers,SELECT,ALL,ALLOWED,8,,PASS,
admin,employers,UPDATE,DENY,ALLOWED,0,,PASS,
admin,entity_detach_log,DELETE,DENY,ERROR,,permission denied for table entity_detach_log,PASS,
admin,entity_detach_log,INSERT,DENY,ERROR,,permission denied for table entity_detach_log,PASS,
admin,entity_detach_log,SELECT,DENY,ERROR,,permission denied for table entity_detach_log,PASS,
admin,entity_detach_log,UPDATE,DENY,ERROR,,permission denied for table entity_detach_log,PASS,
admin,entity_status_log,DELETE,DENY,ERROR,,permission denied for table entity_status_log,PASS,
admin,entity_status_log,INSERT,DENY,ERROR,,permission denied for table entity_status_log,PASS,
admin,entity_status_log,SELECT,DENY,ERROR,,permission denied for table entity_status_log,PASS,
admin,entity_status_log,UPDATE,DENY,ERROR,,permission denied for table entity_status_log,PASS,
admin,insurance_policies,DELETE,DENY,ALLOWED,0,,PASS,
admin,insurance_policies,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""insurance_policies""",PASS,
admin,insurance_policies,SELECT,ALL,ALLOWED,2731,,PASS,
admin,insurance_policies,UPDATE,DENY,ALLOWED,0,,PASS,
admin,money_nonces,DELETE,DENY,ALLOWED,0,,PASS,
admin,money_nonces,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""money_nonces""",PASS,
admin,money_nonces,SELECT,DENY,ALLOWED,0,,PASS,
admin,money_nonces,UPDATE,DENY,ALLOWED,0,,PASS,
admin,nav_snapshots,DELETE,DENY,ALLOWED,0,,PASS,
admin,nav_snapshots,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""nav_snapshots""",PASS,
admin,nav_snapshots,SELECT,ALL,ALLOWED,1246,,PASS,
admin,nav_snapshots,UPDATE,DENY,ALLOWED,0,,PASS,
admin,nominee_claims,DELETE,DENY,ALLOWED,0,,PASS,
admin,nominee_claims,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""nominee_claims""",PASS,
admin,nominee_claims,SELECT,ALL,ALLOWED,9,,PASS,
admin,nominee_claims,UPDATE,DENY,ALLOWED,0,,PASS,
admin,nominees,DELETE,DENY,ALLOWED,0,,PASS,
admin,nominees,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""nominees""",PASS,
admin,nominees,SELECT,ALL,ALLOWED,24388,,PASS,
admin,nominees,UPDATE,DENY,ALLOWED,0,,PASS,
admin,notifications,DELETE,DENY,ALLOWED,0,,PASS,
admin,notifications,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""notifications""",PASS,
admin,notifications,SELECT,ALL,ALLOWED,10,,PASS,
admin,notifications,UPDATE,DENY,ALLOWED,0,,PASS,
admin,regions,DELETE,DENY,ALLOWED,0,,PASS,
admin,regions,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""regions""",PASS,
admin,regions,SELECT,ALL,ALLOWED,4,,PASS,
admin,regions,UPDATE,DENY,ALLOWED,0,,PASS,
admin,settlement_batches,DELETE,DENY,ALLOWED,0,,PASS,
admin,settlement_batches,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""settlement_batches""",PASS,
admin,settlement_batches,SELECT,ALL,ALLOWED,5,,PASS,
admin,settlement_batches,UPDATE,DENY,ALLOWED,0,,PASS,
admin,settlement_uploads,DELETE,DENY,ALLOWED,0,,PASS,
admin,settlement_uploads,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""settlement_uploads""",PASS,
admin,settlement_uploads,SELECT,DENY,ALLOWED,0,,PASS,
admin,settlement_uploads,UPDATE,DENY,ALLOWED,0,,PASS,
admin,subscriber_balances,DELETE,DENY,ALLOWED,0,,PASS,
admin,subscriber_balances,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscriber_balances""",PASS,
admin,subscriber_balances,SELECT,ALL,ALLOWED,5063,,PASS,
admin,subscriber_balances,UPDATE,DENY,ALLOWED,0,,PASS,
admin,subscriber_balances_pre_nav,DELETE,DENY,ALLOWED,0,,PASS,
admin,subscriber_balances_pre_nav,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscriber_balances_pre_nav""",PASS,
admin,subscriber_balances_pre_nav,SELECT,DENY,ALLOWED,0,,PASS,
admin,subscriber_balances_pre_nav,UPDATE,DENY,ALLOWED,0,,PASS,
admin,subscriber_insurance_products,DELETE,DENY,ALLOWED,0,,PASS,
admin,subscriber_insurance_products,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscriber_insurance_products""",PASS,
admin,subscriber_insurance_products,SELECT,ALL,ALLOWED,0,,GAP,
admin,subscriber_insurance_products,UPDATE,DENY,ALLOWED,0,,PASS,
admin,subscriber_signup_uploads,DELETE,DENY,ALLOWED,0,,PASS,
admin,subscriber_signup_uploads,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscriber_signup_uploads""",PASS,
admin,subscriber_signup_uploads,SELECT,DENY,ALLOWED,0,,PASS,
admin,subscriber_signup_uploads,UPDATE,DENY,ALLOWED,0,,PASS,
admin,subscribers,DELETE,DENY,ALLOWED,0,,PASS,
admin,subscribers,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscribers""",PASS,
admin,subscribers,SELECT,ALL,ALLOWED,5067,,PASS,
admin,subscribers,UPDATE,DENY,ALLOWED,0,,PASS,
admin,subscribers_unit_value_pre_nav,DELETE,DENY,ALLOWED,0,,PASS,
admin,subscribers_unit_value_pre_nav,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""subscribers_unit_value_pre_nav""",PASS,
admin,subscribers_unit_value_pre_nav,SELECT,DENY,ALLOWED,0,,PASS,
admin,subscribers_unit_value_pre_nav,UPDATE,DENY,ALLOWED,0,,PASS,
admin,transactions,DELETE,DENY,ALLOWED,0,,PASS,
admin,transactions,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""transactions""",PASS,
admin,transactions,SELECT,ALL,ALLOWED,29144,,PASS,
admin,transactions,UPDATE,DENY,ALLOWED,0,,PASS,
admin,users,DELETE,DENY,ALLOWED,0,,PASS,
admin,users,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""users""",PASS,
admin,users,SELECT,ALL,ALLOWED,49,,PASS,
admin,users,UPDATE,DENY,ERROR,,permission denied for table users,PASS,
admin,withdrawals,DELETE,DENY,ALLOWED,0,,PASS,
admin,withdrawals,INSERT,DENY,ERROR,,"new row violates row-level security policy for table ""withdrawals""",PASS,
admin,withdrawals,SELECT,ALL,ALLOWED,4937,,PASS,
admin,withdrawals,UPDATE,DENY,ALLOWED,0,,PASS,
